player_name,player_url,player_birthday,player_height,player_foot,position,country_from,league_from,club_from,club_from_url,country_to,league_to,club_to,club_to_url,fee,year,player_mv_url,player_stats_url,player_id
Marash Kumbulla,https://www.transfermarkt.com/marash-kumbulla/profil/spieler/371371,"Feb 8, 2000",191,right,Centre-Back,Italy,Serie A,Hellas Verona,https://www.transfermarkt.com/hellas-verona/startseite/verein/276/saison_id/2021,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2021,26500000,2021,https://www.transfermarkt.com/marash-kumbulla/marktwertverlauf/spieler/371371,https://www.transfermarkt.com/marash-kumbulla/leistungsdaten/spieler/371371,371371
Emerson Royal,https://www.transfermarkt.com/emerson-royal/profil/spieler/476344,"Jan 14, 1999",183,right,Right-Back,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2021,England,Premier League,Tottenham Hotspur,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2021,25000000,2021,https://www.transfermarkt.com/emerson-royal/marktwertverlauf/spieler/476344,https://www.transfermarkt.com/emerson-royal/leistungsdaten/spieler/476344,476344
Rodrigo Bentancur,https://www.transfermarkt.com/rodrigo-bentancur/profil/spieler/354362,"Jun 25, 1997",187,right,Central Midfield,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2021,England,Premier League,Tottenham Hotspur,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2021,19000000,2021,https://www.transfermarkt.com/rodrigo-bentancur/marktwertverlauf/spieler/354362,https://www.transfermarkt.com/rodrigo-bentancur/leistungsdaten/spieler/354362,354362
Mike Maignan,https://www.transfermarkt.com/mike-maignan/profil/spieler/182906,"Jul 3, 1995",191,right,Goalkeeper,France,Ligue 1,LOSC Lille,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2021,Italy,Serie A,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2021,14300000,2021,https://www.transfermarkt.com/mike-maignan/marktwertverlauf/spieler/182906,https://www.transfermarkt.com/mike-maignan/leistungsdaten/spieler/182906,182906
Emerson Royal,https://www.transfermarkt.com/emerson-royal/profil/spieler/476344,"Jan 14, 1999",183,right,Right-Back,Spain,LaLiga,Real Betis Balompié,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2021,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2021,14000000,2021,https://www.transfermarkt.com/emerson-royal/marktwertverlauf/spieler/476344,https://www.transfermarkt.com/emerson-royal/leistungsdaten/spieler/476344,476344
Roger Ibañez,https://www.transfermarkt.com/roger-ibanez/profil/spieler/524481,"Nov 23, 1998",186,right,Centre-Back,Italy,Serie A,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2021,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2021,9000000,2021,https://www.transfermarkt.com/roger-ibanez/marktwertverlauf/spieler/524481,https://www.transfermarkt.com/roger-ibanez/leistungsdaten/spieler/524481,524481
Héctor Bellerín,https://www.transfermarkt.com/hector-bellerin/profil/spieler/191217,"Mar 19, 1995",178,right,Right-Back,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2021,Spain,LaLiga,Real Betis Balompié,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2021,loan transfer,2021,https://www.transfermarkt.com/hector-bellerin/marktwertverlauf/spieler/191217,https://www.transfermarkt.com/hector-bellerin/leistungsdaten/spieler/191217,191217
Donny van de Beek,https://www.transfermarkt.com/donny-van-de-beek/profil/spieler/288255,"Apr 18, 1997",184,right,Central Midfield,England,Premier League,Manchester United,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2021,England,Premier League,Everton FC,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2021,loan transfer,2021,https://www.transfermarkt.com/donny-van-de-beek/marktwertverlauf/spieler/288255,https://www.transfermarkt.com/donny-van-de-beek/leistungsdaten/spieler/288255,288255
Dele Alli,https://www.transfermarkt.com/dele-alli/profil/spieler/207929,"Apr 11, 1996",188,right,Attacking Midfield,England,Premier League,Tottenham Hotspur,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2021,England,Premier League,Everton FC,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2021,free transfer,2021,https://www.transfermarkt.com/dele-alli/marktwertverlauf/spieler/207929,https://www.transfermarkt.com/dele-alli/leistungsdaten/spieler/207929,207929
Nicolás González,https://www.transfermarkt.com/nicolas-gonzalez/profil/spieler/486031,"Apr 6, 1998",180,left,Left Winger,Germany,Bundesliga,VfB Stuttgart,https://www.transfermarkt.com/vfb-stuttgart/startseite/verein/79/saison_id/2021,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2021,23500000,2021,https://www.transfermarkt.com/nicolas-gonzalez/marktwertverlauf/spieler/486031,https://www.transfermarkt.com/nicolas-gonzalez/leistungsdaten/spieler/486031,486031
Enock Mwepu,https://www.transfermarkt.com/enock-mwepu/profil/spieler/490307,"Jan 1, 1998",184,right,Central Midfield,Austria,Bundesliga,Red Bull Salzburg,https://www.transfermarkt.com/red-bull-salzburg/startseite/verein/409/saison_id/2021,England,Premier League,Brighton & Hove Albion,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2021,23000000,2021,https://www.transfermarkt.com/enock-mwepu/marktwertverlauf/spieler/490307,https://www.transfermarkt.com/enock-mwepu/leistungsdaten/spieler/490307,490307
Joachim Andersen,https://www.transfermarkt.com/joachim-andersen/profil/spieler/260827,"May 31, 1996",192,right,Centre-Back,France,Ligue 1,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2021,England,Premier League,Crystal Palace,https://www.transfermarkt.com/crystal-palace/startseite/verein/873/saison_id/2021,17500000,2021,https://www.transfermarkt.com/joachim-andersen/marktwertverlauf/spieler/260827,https://www.transfermarkt.com/joachim-andersen/leistungsdaten/spieler/260827,260827
Jonathan Ikoné,https://www.transfermarkt.com/jonathan-ikone/profil/spieler/324690,"May 2, 1998",175,left,Right Winger,France,Ligue 1,LOSC Lille,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2021,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2021,14000000,2021,https://www.transfermarkt.com/jonathan-ikone/marktwertverlauf/spieler/324690,https://www.transfermarkt.com/jonathan-ikone/leistungsdaten/spieler/324690,324690
Francisco Trincão,https://www.transfermarkt.com/francisco-trincao/profil/spieler/412669,"Dec 29, 1999",184,left,Right Winger,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2021,England,Premier League,Wolverhampton Wanderers,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2021,6000000,2021,https://www.transfermarkt.com/francisco-trincao/marktwertverlauf/spieler/412669,https://www.transfermarkt.com/francisco-trincao/leistungsdaten/spieler/412669,412669
Giovani Lo Celso,https://www.transfermarkt.com/giovani-lo-celso/profil/spieler/348795,"Apr 9, 1996",177,left,Central Midfield,England,Premier League,Tottenham Hotspur,https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2021,Spain,LaLiga,Villarreal CF,https://www.transfermarkt.com/fc-villarreal/startseite/verein/1050/saison_id/2021,loan transfer,2021,https://www.transfermarkt.com/giovani-lo-celso/marktwertverlauf/spieler/348795,https://www.transfermarkt.com/giovani-lo-celso/leistungsdaten/spieler/348795,348795
Juan Musso,https://www.transfermarkt.com/juan-musso/profil/spieler/242359,"May 6, 1994",191,right,Goalkeeper,Italy,Serie A,Udinese Calcio,https://www.transfermarkt.com/udinese-calcio/startseite/verein/410/saison_id/2021,Italy,Serie A,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2021,20000000,2021,https://www.transfermarkt.com/juan-musso/marktwertverlauf/spieler/242359,https://www.transfermarkt.com/juan-musso/leistungsdaten/spieler/242359,242359
Takehiro Tomiyasu,https://www.transfermarkt.com/takehiro-tomiyasu/profil/spieler/331560,"Nov 5, 1998",188,right,Right-Back,Italy,Serie A,Bologna FC 1909,https://www.transfermarkt.com/fc-bologna/startseite/verein/1025/saison_id/2021,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2021,18600000,2021,https://www.transfermarkt.com/takehiro-tomiyasu/marktwertverlauf/spieler/331560,https://www.transfermarkt.com/takehiro-tomiyasu/leistungsdaten/spieler/331560,331560
Marc Cucurella,https://www.transfermarkt.com/marc-cucurella/profil/spieler/284857,"Jul 22, 1998",175,left,Left-Back,Spain,LaLiga,Getafe CF,https://www.transfermarkt.com/fc-getafe/startseite/verein/3709/saison_id/2021,England,Premier League,Brighton & Hove Albion,https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2021,18000000,2021,https://www.transfermarkt.com/marc-cucurella/marktwertverlauf/spieler/284857,https://www.transfermarkt.com/marc-cucurella/leistungsdaten/spieler/284857,284857
Hamed Junior Traorè,https://www.transfermarkt.com/hamed-junior-traore/profil/spieler/391065,"Feb 16, 2000",177,both,Attacking Midfield,Italy,Serie A,FC Empoli,https://www.transfermarkt.com/fc-empoli/startseite/verein/749/saison_id/2021,Italy,Serie A,US Sassuolo,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2021,16000000,2021,https://www.transfermarkt.com/hamed-junior-traore/marktwertverlauf/spieler/391065,https://www.transfermarkt.com/hamed-junior-traore/leistungsdaten/spieler/391065,391065
Musa Barrow,https://www.transfermarkt.com/musa-barrow/profil/spieler/486624,"Nov 14, 1998",184,right,Left Winger,Italy,Serie A,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2021,Italy,Serie A,Bologna FC 1909,https://www.transfermarkt.com/fc-bologna/startseite/verein/1025/saison_id/2021,14500000,2021,https://www.transfermarkt.com/musa-barrow/marktwertverlauf/spieler/486624,https://www.transfermarkt.com/musa-barrow/leistungsdaten/spieler/486624,486624
Wout Weghorst,https://www.transfermarkt.com/wout-weghorst/profil/spieler/228645,"Aug 7, 1992",197,right,Centre-Forward,Germany,Bundesliga,VfL Wolfsburg,https://www.transfermarkt.com/vfl-wolfsburg/startseite/verein/82/saison_id/2021,England,Premier League,Burnley FC,https://www.transfermarkt.com/fc-burnley/startseite/verein/1132/saison_id/2021,14000000,2021,https://www.transfermarkt.com/wout-weghorst/marktwertverlauf/spieler/228645,https://www.transfermarkt.com/wout-weghorst/leistungsdaten/spieler/228645,228645
Tiemoué Bakayoko,https://www.transfermarkt.com/tiemoue-bakayoko/profil/spieler/182618,"Aug 17, 1994",189,right,Defensive Midfield,England,Premier League,Chelsea FC,https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2021,Italy,Serie A,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2021,2000000,2021,https://www.transfermarkt.com/tiemoue-bakayoko/marktwertverlauf/spieler/182618,https://www.transfermarkt.com/tiemoue-bakayoko/leistungsdaten/spieler/182618,182618
Lucas Torreira,https://www.transfermarkt.com/lucas-torreira/profil/spieler/318077,"Feb 11, 1996",166,right,Defensive Midfield,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2021,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2021,1500000,2021,https://www.transfermarkt.com/lucas-torreira/marktwertverlauf/spieler/318077,https://www.transfermarkt.com/lucas-torreira/leistungsdaten/spieler/318077,318077
Eric García,https://www.transfermarkt.com/eric-garcia/profil/spieler/466794,"Jan 9, 2001",182,right,Centre-Back,England,Premier League,Manchester City,https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2021,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2021,free transfer,2021,https://www.transfermarkt.com/eric-garcia/marktwertverlauf/spieler/466794,https://www.transfermarkt.com/eric-garcia/leistungsdaten/spieler/466794,466794
Mattéo Guendouzi,https://www.transfermarkt.com/matteo-guendouzi/profil/spieler/465830,"Apr 14, 1999",185,right,Central Midfield,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2021,France,Ligue 1,Olympique Marseille,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2021,loan transfer,2021,https://www.transfermarkt.com/matteo-guendouzi/marktwertverlauf/spieler/465830,https://www.transfermarkt.com/matteo-guendouzi/leistungsdaten/spieler/465830,465830
Jérémie Boga,https://www.transfermarkt.com/jeremie-boga/profil/spieler/216569,"Jan 3, 1997",174,right,Left Winger,Italy,Serie A,US Sassuolo,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2021,Italy,Serie A,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2021,loan transfer,2021,https://www.transfermarkt.com/jeremie-boga/marktwertverlauf/spieler/216569,https://www.transfermarkt.com/jeremie-boga/leistungsdaten/spieler/216569,216569
Ilaix Moriba,https://www.transfermarkt.com/ilaix-moriba/profil/spieler/617074,"Jan 19, 2003",185,right,Central Midfield,Germany,Bundesliga,RB Leipzig,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2021,Spain,LaLiga,Valencia CF,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2021,loan transfer,2021,https://www.transfermarkt.com/ilaix-moriba/marktwertverlauf/spieler/617074,https://www.transfermarkt.com/ilaix-moriba/leistungsdaten/spieler/617074,617074
Jannik Vestergaard,https://www.transfermarkt.com/jannik-vestergaard/profil/spieler/99331,"Aug 3, 1992",199,both,Centre-Back,England,Premier League,Southampton FC,https://www.transfermarkt.com/fc-southampton/startseite/verein/180/saison_id/2021,England,Premier League,Leicester City,https://www.transfermarkt.com/leicester-city/startseite/verein/1003/saison_id/2021,17600000,2021,https://www.transfermarkt.com/jannik-vestergaard/marktwertverlauf/spieler/99331,https://www.transfermarkt.com/jannik-vestergaard/leistungsdaten/spieler/99331,99331
Mohamed Simakan,https://www.transfermarkt.com/mohamed-simakan/profil/spieler/666234,"May 3, 2000",187,right,Centre-Back,France,Ligue 1,RC Strasbourg Alsace,https://www.transfermarkt.com/rc-strassburg-alsace/startseite/verein/667/saison_id/2021,Germany,Bundesliga,RB Leipzig,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2021,15000000,2021,https://www.transfermarkt.com/mohamed-simakan/marktwertverlauf/spieler/666234,https://www.transfermarkt.com/mohamed-simakan/leistungsdaten/spieler/666234,666234
Kieran Trippier,https://www.transfermarkt.com/kieran-trippier/profil/spieler/95810,"Sep 19, 1990",173,right,Right-Back,Spain,LaLiga,Atlético de Madrid,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13/saison_id/2021,England,Premier League,Newcastle United,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2021,15000000,2021,https://www.transfermarkt.com/kieran-trippier/marktwertverlauf/spieler/95810,https://www.transfermarkt.com/kieran-trippier/leistungsdaten/spieler/95810,95810
Rayan Aït-Nouri,https://www.transfermarkt.com/rayan-ait-nouri/profil/spieler/578391,"Jun 6, 2001",179,left,Left-Back,France,Ligue 1,SCO Angers,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2021,England,Premier League,Wolverhampton Wanderers,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2021,11100000,2021,https://www.transfermarkt.com/rayan-ait-nouri/marktwertverlauf/spieler/578391,https://www.transfermarkt.com/rayan-ait-nouri/leistungsdaten/spieler/578391,578391
Dennis Praet,https://www.transfermarkt.com/dennis-praet/profil/spieler/129588,"May 14, 1994",181,right,Central Midfield,England,Premier League,Leicester City,https://www.transfermarkt.com/leicester-city/startseite/verein/1003/saison_id/2021,Italy,Serie A,Torino FC,https://www.transfermarkt.com/fc-turin/startseite/verein/416/saison_id/2021,1000000,2021,https://www.transfermarkt.com/dennis-praet/marktwertverlauf/spieler/129588,https://www.transfermarkt.com/dennis-praet/leistungsdaten/spieler/129588,129588
